,Epoch,Generator Loss,Discriminator Loss
71,71,-0.8532980680465698,-0.026320695877075195
72,72,-0.7997399568557739,0.03594803810119629
73,73,-0.8062511682510376,0.08485448360443115
74,74,-0.7513803243637085,0.10399723052978516
75,75,-0.686331033706665,-0.04982435703277588
76,76,-0.8348034620285034,0.06805896759033203
77,77,-0.960445761680603,0.07523250579833984
78,78,-0.9533799886703491,0.2901606559753418
79,79,-0.9204493761062622,0.30922889709472656
80,80,-1.0120033025741577,0.07006347179412842
81,81,-1.123550295829773,0.07322156429290771
82,82,-1.1466795206069946,0.31850481033325195
83,83,-1.3438925743103027,0.2789943218231201
84,84,-1.2847872972488403,0.3790137767791748
85,85,-1.3996129035949707,0.3170156478881836
86,86,-1.4319889545440674,0.32665038108825684
87,87,-1.4184904098510742,0.48282504081726074
88,88,-1.3508753776550293,0.4147590398788452
89,89,-1.5105907917022705,0.3921877145767212
90,90,-1.4010965824127197,0.19342732429504395
91,91,-1.3001123666763306,0.4191763401031494
92,92,-1.2710002660751343,0.17010509967803955
93,93,-1.3446499109268188,0.040691375732421875
94,94,-1.2131314277648926,0.1554950475692749
95,95,-1.3013839721679688,-0.06737244129180908
96,96,-1.1894259452819824,-0.20953857898712158
97,97,-1.213307499885559,0.032534003257751465
98,98,-1.1190168857574463,0.12351632118225098
99,99,-1.3042962551116943,-0.2408994436264038
100,100,-1.127661108970642,-0.1854161024093628
101,101,-1.2131743431091309,-0.2280886173248291
102,102,-1.248453140258789,-0.10918974876403809
103,103,-1.284311294555664,-0.03529691696166992
104,104,-1.3445841073989868,0.061589717864990234
105,105,-1.4212815761566162,-0.07430756092071533
106,106,-1.5251023769378662,-0.08665549755096436
107,107,-1.426169991493225,-0.024516940116882324
108,108,-1.4982209205627441,0.2506524324417114
109,109,-1.576619267463684,0.14698290824890137
110,110,-1.743302345275879,0.08098649978637695
111,111,-1.770443320274353,0.29339146614074707
112,112,-1.713840365409851,0.21493279933929443
113,113,-1.7920951843261719,0.5504062175750732
114,114,-1.9210482835769653,0.3679938316345215
115,115,-1.846411108970642,0.4555368423461914
116,116,-1.8729583024978638,0.36694300174713135
117,117,-1.890411376953125,0.28529322147369385
118,118,-1.8188211917877197,0.40683019161224365
119,119,-1.7462587356567383,0.4224921464920044
120,120,-1.7568135261535645,0.19592559337615967
121,121,-1.5752907991409302,0.1203310489654541
122,122,-1.5392029285430908,0.03825533390045166
123,123,-1.518887996673584,0.07874870300292969
124,124,-1.4408320188522339,-0.23179900646209717
125,125,-1.3236572742462158,0.0006885528564453125
126,126,-1.2734251022338867,0.015516281127929688
127,127,-1.2401741743087769,-0.18688082695007324
128,128,-1.1239409446716309,-0.17112040519714355
129,129,-1.197060465812683,-0.3528001308441162
130,130,-1.166209101676941,-0.34974825382232666
131,131,-1.1860055923461914,-0.15358078479766846
132,132,-1.2566304206848145,-0.23072099685668945
133,133,-1.2611489295959473,0.04494631290435791
134,134,-1.3684438467025757,-0.1421142816543579
135,135,-1.4044581651687622,-0.00895547866821289
136,136,-1.5479646921157837,0.0062732696533203125
137,137,-1.6596307754516602,-0.06921958923339844
138,138,-1.8105093240737915,0.30224609375
139,139,-1.9882899522781372,0.3303797245025635
140,140,-1.9932979345321655,0.45956361293792725
141,141,-2.0813286304473877,0.3556786775588989
142,142,-1.9562981128692627,0.573951005935669
143,143,-2.0827012062072754,0.2382965087890625
144,144,-2.265556812286377,0.40692687034606934
145,145,-2.1444544792175293,0.4995110034942627
146,146,-2.169365167617798,0.3205373287200928
147,147,-2.2951173782348633,0.1089475154876709
148,148,-2.211843729019165,0.022864580154418945
149,149,-2.064649820327759,0.010140419006347656
150,150,-2.050492525100708,0.08899164199829102
151,151,-1.9600474834442139,-0.037816762924194336
152,152,-1.9371699094772339,-0.22852396965026855
153,153,-1.9434118270874023,-0.39392948150634766
154,154,-1.7673695087432861,-0.3049960136413574
155,155,-1.7490818500518799,-0.6936687231063843
156,156,-1.8695638179779053,-0.4898289442062378
157,157,-1.8719151020050049,-0.6465628147125244
158,158,-1.8084042072296143,-0.6961699724197388
159,159,-1.8821587562561035,-0.4033353328704834
160,160,-2.0766544342041016,-0.3097691535949707
161,161,-2.0260753631591797,-0.24376392364501953
162,162,-2.047494411468506,-0.25240612030029297
163,163,-2.148062229156494,-0.15053701400756836
164,164,-2.3810267448425293,0.10447072982788086
165,165,-2.217839241027832,-0.05638837814331055
166,166,-2.6291983127593994,0.4115891456604004
167,167,-2.681674003601074,0.5333497524261475
168,168,-2.8371682167053223,0.40871429443359375
169,169,-2.9032394886016846,0.5930726528167725
170,170,-2.759077787399292,0.48839473724365234
171,171,-2.8747634887695312,0.4649324417114258
172,172,-2.9310362339019775,0.467008113861084
173,173,-2.8023319244384766,0.14056134223937988
174,174,-2.817028522491455,0.5135784149169922
175,175,-2.3782358169555664,0.323716402053833
176,176,-2.3730263710021973,0.021945714950561523
177,177,-2.1516218185424805,-0.050989389419555664
178,178,-2.194246530532837,-0.21831202507019043
179,179,-2.0023298263549805,-0.30191826820373535
180,180,-1.8769181966781616,-0.1737966537475586
181,181,-1.6470563411712646,-0.3304753303527832
182,182,-1.7439671754837036,-0.4505065679550171
183,183,-1.696555256843567,-0.333998441696167
184,184,-1.7487608194351196,-0.12675368785858154
185,185,-1.7128210067749023,-0.11300849914550781
186,186,-1.943476676940918,-0.17537426948547363
187,187,-1.8581082820892334,-0.0957646369934082
188,188,-2.180194139480591,0.1875019073486328
189,189,-2.1640286445617676,0.26341450214385986
190,190,-2.221970558166504,0.40890538692474365
191,191,-2.45601749420166,0.5083589553833008
192,192,-2.373046398162842,0.5227208137512207
193,193,-2.3944661617279053,0.27003955841064453
194,194,-2.3603813648223877,0.3657536506652832
195,195,-2.219879150390625,0.27793073654174805
196,196,-2.1304547786712646,0.12432408332824707
197,197,-2.1615731716156006,0.038684844970703125
198,198,-1.9731619358062744,-0.03624701499938965
199,199,-1.731704592704773,-0.2206416130065918
200,200,-1.7660784721374512,-0.2508673667907715
201,201,-1.8159213066101074,-0.5536140203475952
202,202,-1.6934549808502197,-0.48728883266448975
203,203,-1.738226056098938,-0.49700355529785156
204,204,-1.7886989116668701,-0.5279371738433838
205,205,-1.8402899503707886,-0.25719475746154785
206,206,-1.9581694602966309,-0.18728899955749512
207,207,-2.016831874847412,-0.21061277389526367
208,208,-2.1442534923553467,0.07387471199035645
209,209,-2.2167584896087646,0.23851919174194336
210,210,-2.4392971992492676,0.2927687168121338
211,211,-2.3685920238494873,0.3385794162750244
212,212,-2.276777744293213,0.021685361862182617
213,213,-2.4298009872436523,0.22505593299865723
214,214,-2.221937656402588,-0.13513803482055664
215,215,-2.128056526184082,-0.06881999969482422
216,216,-1.9955201148986816,0.0004222393035888672
217,217,-1.9283840656280518,-0.2080988883972168
218,218,-2.023050546646118,-0.2350606918334961
219,219,-1.817461371421814,-0.31387829780578613
220,220,-1.9129728078842163,-0.10703325271606445
221,221,-1.875025749206543,-0.09529399871826172
222,222,-1.9756847620010376,-0.00862741470336914
223,223,-2.27036452293396,0.18793630599975586
224,224,-2.3255560398101807,0.09801483154296875
225,225,-2.2956624031066895,-0.07200241088867188
226,226,-2.5148847103118896,0.043233633041381836
227,227,-2.544198513031006,0.0584869384765625
228,228,-2.3760602474212646,0.1728363037109375
229,229,-2.4431841373443604,0.09858465194702148
230,230,-2.29783034324646,0.14712190628051758
231,231,-2.326671838760376,0.17274999618530273
232,232,-2.51649808883667,-0.0067021846771240234
233,233,-2.388922691345215,-0.09067821502685547
234,234,-2.3713743686676025,-0.016839027404785156
235,235,-2.4262049198150635,0.07614469528198242
236,236,-2.4595839977264404,0.11223888397216797
237,237,-2.5389328002929688,-0.06611776351928711
238,238,-2.491924524307251,-0.0646517276763916
239,239,-2.4088449478149414,0.21334004402160645
240,240,-2.4474198818206787,0.07501983642578125
241,241,-2.560851812362671,0.31954073905944824
242,242,-2.592543363571167,-0.07823443412780762
243,243,-2.595996618270874,-0.06005239486694336
244,244,-2.6441750526428223,-0.023927688598632812
245,245,-2.596973419189453,-0.25329017639160156
246,246,-2.681856155395508,0.06529474258422852
247,247,-2.580970287322998,-0.16167593002319336
248,248,-2.635866403579712,-0.16497063636779785
249,249,-2.63057804107666,-0.17354393005371094
250,250,-2.6204588413238525,-0.017490863800048828
251,251,-2.753591775894165,-0.1799306869506836
252,252,-2.7520320415496826,-0.10844182968139648
253,253,-2.9273874759674072,-0.06932282447814941
254,254,-2.9096219539642334,0.01600790023803711
255,255,-2.7393040657043457,0.013832569122314453
256,256,-2.813861846923828,-0.21779751777648926
257,257,-2.7148308753967285,-0.06503605842590332
258,258,-2.7485156059265137,-0.18882155418395996
259,259,-2.819054365158081,-0.2834935188293457
260,260,-2.853388547897339,0.03669023513793945
261,261,-2.8030128479003906,0.023370742797851562
262,262,-2.7140727043151855,0.13694214820861816
263,263,-2.6917076110839844,-0.05514216423034668
264,264,-2.891643762588501,-0.07427334785461426
265,265,-2.765723466873169,-0.2583460807800293
266,266,-2.9334936141967773,-0.06272101402282715
267,267,-2.689736843109131,-0.03484177589416504
268,268,-2.854194164276123,-0.0291140079498291
269,269,-2.635852813720703,0.057811737060546875
270,270,-2.7836921215057373,0.0031516551971435547
271,271,-2.9354190826416016,-0.0003142356872558594
272,272,-2.926347017288208,-0.06629467010498047
273,273,-2.8206253051757812,0.10444879531860352
274,274,-2.862614631652832,-0.055414438247680664
275,275,-2.8658459186553955,-0.2864723205566406
276,276,-2.6965951919555664,0.15973663330078125
277,277,-2.8449573516845703,0.0011448860168457031
278,278,-2.772012948989868,-0.029821157455444336
279,279,-2.7131285667419434,-0.10582470893859863
280,280,-2.625673294067383,-0.016053438186645508
281,281,-2.743752956390381,-0.08240461349487305
282,282,-2.608703851699829,0.12079954147338867
283,283,-2.5952351093292236,-0.005434751510620117
284,284,-2.5578222274780273,0.03243899345397949
285,285,-2.4284493923187256,-0.03505587577819824
286,286,-2.3674752712249756,-0.22095465660095215
287,287,-2.5081989765167236,-0.1617450714111328
288,288,-2.4955196380615234,-0.024662494659423828
289,289,-2.500485897064209,-0.09980416297912598
290,290,-2.4944100379943848,0.02892327308654785
291,291,-2.3967173099517822,-0.22482895851135254
292,292,-2.4370763301849365,-0.22236418724060059
293,293,-2.2655675411224365,0.08448958396911621
294,294,-2.3863368034362793,-0.17758846282958984
295,295,-2.406527042388916,-0.21909809112548828
296,296,-2.361600875854492,-0.3184354305267334
297,297,-2.396690607070923,-0.014381885528564453
298,298,-2.3262550830841064,-0.2941470146179199
299,299,-2.26202654838562,-0.3446667194366455
300,300,-2.3273322582244873,-0.3149683475494385
301,301,-2.3290631771087646,-0.3776512145996094
302,302,-2.2896015644073486,-0.13589906692504883
303,303,-2.403651237487793,-0.23418164253234863
304,304,-2.3416833877563477,-0.18787002563476562
305,305,-2.4496443271636963,0.10096430778503418
306,306,-2.4332520961761475,0.08711409568786621
307,307,-2.679713010787964,0.3418715000152588
308,308,-2.4718804359436035,0.25988125801086426
309,309,-2.691957950592041,0.04965639114379883
310,310,-2.8517608642578125,0.24217772483825684
311,311,-2.6645114421844482,0.19731354713439941
312,312,-2.8166215419769287,0.24164676666259766
313,313,-2.7940561771392822,0.3764946460723877
314,314,-2.65030837059021,0.12198305130004883
315,315,-2.5091168880462646,-0.15274310111999512
316,316,-2.4058423042297363,-0.28882265090942383
317,317,-2.187483549118042,-0.2741236686706543
318,318,-2.0206592082977295,-0.3370480537414551
319,319,-2.0251126289367676,-0.15136408805847168
320,320,-1.8609617948532104,-0.5175526142120361
321,321,-1.964124083518982,-0.9888681173324585
322,322,-1.851475715637207,-0.5258498191833496
323,323,-1.5436458587646484,-0.7232949733734131
324,324,-1.697007656097412,-0.3944218158721924
325,325,-1.929984450340271,-0.5457777976989746
326,326,-1.8740177154541016,-0.49445605278015137
327,327,-2.2604362964630127,-0.4184088706970215
328,328,-2.25946307182312,-0.0570528507232666
329,329,-2.1785600185394287,0.025954008102416992
330,330,-2.454094886779785,0.0709986686706543
331,331,-2.584930658340454,0.04227566719055176
332,332,-2.6791903972625732,0.20729827880859375
333,333,-2.7567548751831055,-0.19966363906860352
334,334,-2.685978651046753,0.11599397659301758
335,335,-2.6238853931427,-0.17232704162597656
336,336,-2.7630560398101807,0.13814258575439453
337,337,-2.6973626613616943,-0.09385228157043457
338,338,-2.744189500808716,-0.07216453552246094
339,339,-2.7956604957580566,-0.2305738925933838
340,340,-2.5613327026367188,-0.237990140914917
341,341,-2.450047492980957,-0.2498762607574463
342,342,-2.5210211277008057,-0.2709529399871826
343,343,-2.496373176574707,-0.11326718330383301
344,344,-2.5362939834594727,-0.6292860507965088
345,345,-2.4040088653564453,-0.6028528213500977
346,346,-2.36470890045166,-0.6356315612792969
347,347,-2.5121190547943115,-0.46918582916259766
348,348,-2.194148540496826,-0.6292984485626221
349,349,-2.4484949111938477,-0.40604329109191895
350,350,-2.2669124603271484,-0.5012094974517822
351,351,-2.382903575897217,-0.5118937492370605
352,352,-2.3352904319763184,-0.2224578857421875
353,353,-2.3881537914276123,-0.22166824340820312
354,354,-2.3525497913360596,-0.10972046852111816
355,355,-2.3536572456359863,0.004257917404174805
356,356,-2.590067148208618,-0.3850884437561035
357,357,-2.5337157249450684,-0.21585464477539062
358,358,-2.6757376194000244,0.1220860481262207
359,359,-2.7703492641448975,0.22239184379577637
360,360,-2.8604979515075684,-0.05951571464538574
361,361,-2.7525250911712646,0.0008797645568847656
362,362,-2.7162022590637207,0.11288809776306152
363,363,-2.867269277572632,0.2543783187866211
364,364,-2.5122292041778564,-0.17070817947387695
365,365,-2.547180414199829,-0.2884981632232666
366,366,-2.4497406482696533,-0.09096121788024902
367,367,-2.335775375366211,-0.21034789085388184
368,368,-2.186495065689087,-0.3379838466644287
369,369,-2.047630786895752,-0.4285314083099365
370,370,-1.8664298057556152,-0.36303091049194336
371,371,-1.8823350667953491,-0.6396317481994629
372,372,-1.7488534450531006,-0.597144365310669
373,373,-1.943679690361023,-0.3980395793914795
374,374,-1.7418497800827026,-0.5503387451171875
375,375,-1.6868300437927246,-0.5603874921798706
376,376,-1.7182754278182983,-0.14905071258544922
377,377,-1.5988833904266357,-0.643683910369873
378,378,-1.6222881078720093,-0.3142855167388916
379,379,-1.5974297523498535,-0.3392622470855713
380,380,-1.6015061140060425,-0.37535321712493896
381,381,-1.7441455125808716,-0.1916806697845459
382,382,-1.7049401998519897,0.027004241943359375
383,383,-1.8205986022949219,-0.21685492992401123
384,384,-1.9344199895858765,-0.4109739065170288
385,385,-1.8308467864990234,-0.08491635322570801
386,386,-1.8883217573165894,-0.06825542449951172
387,387,-1.771109700202942,-0.2184295654296875
388,388,-1.772278070449829,-0.06668829917907715
389,389,-1.855848789215088,-0.08068990707397461
390,390,-2.0180680751800537,-0.21026599407196045
391,391,-1.8145020008087158,0.029947996139526367
392,392,-1.820702075958252,-0.36942732334136963
393,393,-1.8945499658584595,-0.19788002967834473
394,394,-1.803091049194336,-0.2017984390258789
395,395,-1.936557650566101,-0.20223259925842285
396,396,-1.605979084968567,-0.39787375926971436
397,397,-1.7928085327148438,-0.305574893951416
398,398,-1.581587791442871,-0.654810905456543
399,399,-1.7487680912017822,-0.44578468799591064
400,400,-1.6139752864837646,-0.09410393238067627
401,401,-1.6464449167251587,-0.3938077688217163
402,402,-1.701215386390686,-0.251381516456604
403,403,-1.7630622386932373,-0.13251972198486328
404,404,-1.7983715534210205,-0.2656170129776001
405,405,-1.8775042295455933,-0.18941116333007812
406,406,-1.8045427799224854,0.004779338836669922
407,407,-1.9320439100265503,-0.18965578079223633
408,408,-1.9185750484466553,-0.38876938819885254
409,409,-1.7424761056900024,-0.38571810722351074
410,410,-1.9006686210632324,-0.3674755096435547
411,411,-1.8102816343307495,-0.5617408752441406
412,412,-1.754980444908142,-0.5190460681915283
413,413,-1.4956656694412231,-0.5949082374572754
414,414,-1.8670116662979126,-0.7365854978561401
415,415,-1.7222825288772583,-0.6847525835037231
416,416,-1.7985825538635254,-0.7008593082427979
417,417,-1.4144548177719116,-0.8469556570053101
418,418,-1.5434845685958862,-0.6894229650497437
419,419,-1.4384126663208008,-0.7285271883010864
420,420,-1.658820390701294,-0.44690072536468506
421,421,-1.406427025794983,-0.33581316471099854
422,422,-1.576806902885437,-0.3210090398788452
423,423,-1.7349759340286255,-0.18018817901611328
424,424,-1.6089208126068115,-0.25504446029663086
425,425,-1.5951619148254395,-0.03039395809173584
426,426,-1.701733112335205,0.1034618616104126
427,427,-1.8338358402252197,-0.22121822834014893
428,428,-1.6362824440002441,0.2677147388458252
429,429,-1.6437164545059204,0.05868947505950928
430,430,-1.7882540225982666,0.027700185775756836
431,431,-1.550949215888977,-0.24680662155151367
432,432,-1.549797534942627,-0.12252163887023926
433,433,-1.5182414054870605,-0.38922882080078125
434,434,-1.5562405586242676,-0.48856282234191895
435,435,-1.3708573579788208,-0.2156047821044922
436,436,-1.3687306642532349,-0.5337508916854858
437,437,-1.0378212928771973,-0.7054470777511597
438,438,-0.946800708770752,-0.7597078084945679
439,439,-1.203934669494629,-0.9722316265106201
440,440,-1.0347474813461304,-0.5360217094421387
441,441,-1.0661321878433228,-0.805525541305542
442,442,-1.1232478618621826,-0.5232857465744019
443,443,-0.9386550784111023,-0.48672330379486084
444,444,-0.9270793795585632,-0.4072209596633911
445,445,-1.0847827196121216,-0.7360427379608154
446,446,-1.2116138935089111,-0.1454172134399414
447,447,-0.981610119342804,-0.42242348194122314
448,448,-1.3836638927459717,-0.1078643798828125
449,449,-1.2292970418930054,-0.1911907196044922
450,450,-1.1268789768218994,-0.1173095703125
451,451,-1.543995976448059,0.040186285972595215
452,452,-1.5991103649139404,-0.19911396503448486
453,453,-1.3052810430526733,-0.277201771736145
454,454,-1.3495575189590454,-0.25978612899780273
455,455,-1.477922797203064,-0.028789043426513672
456,456,-1.271950602531433,-0.09995734691619873
457,457,-1.485726237297058,0.03235471248626709
458,458,-1.473949670791626,-0.33562207221984863
459,459,-1.2399570941925049,-0.4306933879852295
460,460,-1.2607651948928833,-0.31016623973846436
461,461,-1.2899225950241089,-0.32105743885040283
462,462,-1.2589255571365356,-0.7383228540420532
463,463,-1.1827665567398071,-0.4034304618835449
464,464,-1.216351866722107,-0.4710656404495239
465,465,-1.3573604822158813,-0.4873915910720825
466,466,-1.2715377807617188,-0.33759212493896484
467,467,-1.2094544172286987,-0.44143176078796387
468,468,-1.2563142776489258,-0.35008907318115234
469,469,-1.519464135169983,-0.5574761629104614
470,470,-1.5366219282150269,-0.1991283893585205
471,471,-1.773188829421997,-0.21335697174072266
472,472,-1.7173244953155518,-0.26605725288391113
473,473,-1.681613564491272,-0.2967400550842285
474,474,-1.7577022314071655,0.10223841667175293
475,475,-1.923740267753601,0.029134511947631836
476,476,-1.7921273708343506,0.1504840850830078
477,477,-1.8492653369903564,-0.04112887382507324
478,478,-1.9592511653900146,-0.14039528369903564
479,479,-1.890577793121338,-0.3664205074310303
480,480,-2.0000948905944824,-0.06253767013549805
481,481,-1.7169320583343506,0.18231141567230225
482,482,-1.577527403831482,-0.16322541236877441
483,483,-1.5999095439910889,-0.2017291784286499
484,484,-1.5026121139526367,-0.31643080711364746
485,485,-1.6266453266143799,-0.2434300184249878
486,486,-1.4202839136123657,-0.3695693016052246
487,487,-1.4860297441482544,-0.26416146755218506
488,488,-1.3392808437347412,-0.3349708318710327
489,489,-1.1658868789672852,-0.444477915763855
490,490,-1.1903389692306519,-0.23188817501068115
491,491,-1.0074230432510376,-0.41784417629241943
492,492,-1.1521631479263306,-0.49369966983795166
493,493,-1.1900949478149414,-0.5155606269836426
494,494,-1.0700215101242065,-0.4166780710220337
495,495,-1.2159088850021362,0.08933067321777344
496,496,-1.2448328733444214,-0.31307220458984375
497,497,-1.111677646636963,0.156929612159729
498,498,-1.1149698495864868,-0.21102690696716309
499,499,-1.3134334087371826,-0.2676117420196533
500,500,-1.1642205715179443,-0.2758733034133911
501,501,-1.4663101434707642,-0.3701273202896118
502,502,-1.2269076108932495,-0.04091942310333252
503,503,-1.3174811601638794,0.18419289588928223
504,504,-1.0358026027679443,-0.23588871955871582
505,505,-0.9474141597747803,-0.1528489589691162
506,506,-0.9014409184455872,-0.22295796871185303
507,507,-0.9957882761955261,-0.6933180689811707
508,508,-0.938862681388855,-0.48548638820648193
509,509,-0.7144998908042908,-0.4186350703239441
510,510,-0.7497091293334961,-0.218886137008667
511,511,-0.8884098529815674,-0.1983354091644287
512,512,-0.7279301285743713,-0.5269100666046143
513,513,-0.8414669036865234,0.1758660078048706
514,514,-0.8272555470466614,-0.14464783668518066
515,515,-0.9580649137496948,0.17661893367767334
516,516,-1.0916000604629517,0.14548099040985107
517,517,-1.3020389080047607,-0.055620551109313965
518,518,-1.2806977033615112,0.3442070484161377
519,519,-1.43123459815979,0.28171539306640625
520,520,-1.6319829225540161,0.4157102108001709
521,521,-1.4921327829360962,0.10860824584960938
522,522,-1.5087708234786987,0.08395695686340332
523,523,-1.4604862928390503,0.372255802154541
524,524,-1.5481905937194824,-0.03612935543060303
525,525,-1.5039753913879395,-0.2355186939239502
526,526,-1.430298089981079,0.13678085803985596
527,527,-1.5660316944122314,-0.4242229461669922
528,528,-1.3310760259628296,-0.44476377964019775
529,529,-1.178439736366272,-0.5052542686462402
530,530,-1.3228225708007812,-0.5589715242385864
531,531,-0.9505583047866821,-0.08182501792907715
532,532,-0.9501745104789734,-0.7566126585006714
533,533,-1.2294667959213257,-0.16762864589691162
534,534,-1.358461618423462,-0.69062340259552
535,535,-1.3471382856369019,-0.07381582260131836
536,536,-1.4740122556686401,-0.11561667919158936
537,537,-1.5357210636138916,0.36569905281066895
538,538,-1.8287259340286255,0.34412920475006104
539,539,-2.0355958938598633,0.043257951736450195
540,540,-1.9298747777938843,0.7410639524459839
541,541,-2.108172655105591,0.0464479923248291
542,542,-2.0173513889312744,0.45361483097076416
543,543,-2.2474188804626465,0.1250324249267578
544,544,-2.34960675239563,-0.03676295280456543
545,545,-2.0936901569366455,0.18262600898742676
546,546,-2.1327931880950928,0.04138898849487305
547,547,-1.9235289096832275,0.002006053924560547
548,548,-2.026198625564575,0.13412976264953613
549,549,-1.7903615236282349,-0.267805814743042
550,550,-1.80506432056427,-0.08560466766357422
551,551,-1.7984044551849365,-0.328835129737854
552,552,-1.5352827310562134,-0.6129409074783325
553,553,-1.8781983852386475,-0.21789169311523438
554,554,-1.85167396068573,0.11537110805511475
555,555,-1.8084522485733032,-0.16244399547576904
556,556,-1.661729097366333,0.003072023391723633
557,557,-1.6679705381393433,0.08339262008666992
558,558,-1.7819615602493286,-0.3402988910675049
559,559,-1.5830185413360596,0.03305947780609131
560,560,-1.5644196271896362,-0.05915653705596924
561,561,-1.7490535974502563,-0.04556083679199219
562,562,-1.7686933279037476,0.12375283241271973
563,563,-1.9083318710327148,0.23357951641082764
564,564,-1.755839467048645,0.05959892272949219
565,565,-1.8294943571090698,0.12891316413879395
566,566,-1.7357523441314697,0.019815921783447266
567,567,-1.9441813230514526,-0.07396054267883301
568,568,-1.9106742143630981,-0.09168267250061035
569,569,-1.9928226470947266,-0.049633145332336426
570,570,-1.8273365497589111,0.32720983028411865
571,571,-1.9635200500488281,0.18987631797790527
572,572,-2.068922519683838,0.2948547601699829
573,573,-1.9738327264785767,0.16052401065826416
574,574,-1.8716974258422852,0.4379695653915405
575,575,-1.9810471534729004,0.3500608205795288
576,576,-2.053154468536377,-0.059017181396484375
577,577,-1.969238519668579,-0.12790024280548096
578,578,-1.559206247329712,0.03884708881378174
579,579,-1.8134106397628784,0.061624765396118164
580,580,-1.5832810401916504,0.139748215675354
581,581,-1.2852118015289307,0.03980088233947754
582,582,-1.5230205059051514,-0.04277336597442627
583,583,-1.3125345706939697,0.1779085397720337
584,584,-1.9691120386123657,0.5024956464767456
585,585,-1.556140661239624,-0.025375962257385254
586,586,-1.9969834089279175,0.5603264570236206
587,587,-1.7261329889297485,0.1790064573287964
588,588,-1.8669464588165283,0.40368103981018066
589,589,-2.139810800552368,0.13721179962158203
590,590,-1.7396645545959473,0.34142863750457764
591,591,-1.900856852531433,0.2724252939224243
592,592,-1.8868486881256104,0.3278076648712158
593,593,-1.8890767097473145,0.36381077766418457
594,594,-1.8232223987579346,0.15932607650756836
595,595,-1.5376148223876953,-0.11669135093688965
596,596,-1.7471437454223633,-0.1477147340774536
597,597,-1.6391831636428833,-0.15411710739135742
598,598,-1.816118597984314,-0.08052754402160645
